Obtain	To gain or have a firm footing; to become recognized or established; to become or be prevalent or general; as, the custom obtains of going to the seashore in summer.
Obturated	of Obturate
Obturating	of Obturate
Obturate	To stop or close, as an opening;
Obturate	to stop (a gun breech) so as to prevent the escape of gas in firing.
Obturator	Any device for preventing the escape of gas through the breech mechanism of a breech-loading gun; a gas check.
Obturator	A camera shutter.
Ocarina	A kind of small simple wind instrument.
Odal	Among the early and medieval Teutonic peoples, esp. Scandinavians, the heritable land held by the various odalmen constituting a family or kindred of freeborn tribesmen; also, the ownership of such land. The odal was subject only to certain rights of the family or kindred in restricting the freedom of transfer or sale and giving certain rights of redemption in case of change of ownership by inheritance, etc., and perhaps to other rights of the kindred or the tribe. Survivals of the early odal estates and tenure exist in Orkney and Shetland, where it is usually called by the variant form udal.
Odal	Noting, or pert. to, odal land or ownership.
Odalman	Alt. of Odalwoman
Odalwoman	A man or woman having odal, or able to share in it by inheritance.
Oddment	An odd thing, or one that is left over, disconnected, fragmentary, or the like; something that is separated or disconnected from its fellows;
Oddment	the odds and ends. Specif.: (Printing) Any separate small part or page in a book, other than the text, such as the title page, contents, etc.
Odelsthing	The lower house of the Norwegian Storthing. See Legislature.
Odinism	Worship of Odin; broadly, the Teutonic heathenism.
Odograph	A machine for registering the distance traversed by a vehicle or pedestrain.
Odograph	A device for recording the length and rapidity of stride and the number of steps taken by a walker.
Odometer	An instrument attached to a vehicle, to measure the distance traversed; also, a wheel used by surveyors, which registers the miles and rods traversed.
Oeils-de-boeuf	of Oeil-de-boeuf
Oeil-de-boeuf	A circular or oval window; -- generally used of architecture of the 17th and 18th centuries. A famous room in the palace of Versailles bears this name, from the oval window opening into it.
Oeil-de-perdrix	Characterized by, or decorated with, small round points, spots, or rings; as, oeil-de-perdrix pattern.
Oeil-de-perdrix	Having a brownish red color; -- used esp. of light-colored red wine.
Oersted	The C.G.S. unit of magnetic reluctance or resistance, equal to the reluctance of a centimeter cube of air (or vacuum) between parallel faces. Also, a reluctance in which unit magnetomotive force sets up unit flux.
Office wire	Copper wire with a strong but light insulation, used in wiring houses, etc.
Offprint	To reprint (as an excerpt); as, the articles of some magazines are offprinted from other magazines.
Offprint	A reprint or excerpt.
Offtake	Act of taking off; specif., the taking off or purchase of goods.
Offtake	Something taken off; a deduction.
Offtake	A channel for taking away air or water; also, the point of beginning of such a channel; a take-off.
Ohmmeter	An instrument for indicating directly resistance in ohms.
Okapi	A peculiar mammal (Okapia johnostoni) closely related to the giraffe, discovered in the deep forests of Belgian Kongo in 1900. It is smaller than an ox, and somewhat like a giraffe, except that the neck is much shorter. Like the giraffe, it has no dewclaws. There is a small prominence on each frontal bone of the male. The color of the body is chiefly reddish chestnut, the cheeks are yellowish white, and the fore and hind legs above the knees and the haunches are striped with purplish black and cream color.
Okra	The pods of the plant okra, used as a vegetable; also, a dish prepared with them; gumbo.
Old Dominion	Virginia; -- a name of uncertain origin, perh. from the old designation of the colony as "the Colony and Dominion of Virginia."
Old Line State	Maryland; a nickname, alluding to the fact that its northern boundary in Mason and Dixon's line.
Oleography	Art or process of producing the pictures known as oleographs.
Oleography	A process of identifying oils by their oleographs.
Oleo oil	An oil expressed from certain animal fats (esp. beef suet), the greater portion of the solid fat, or stearin, being left behind. It is mixture of olein, palmitin, and a little stearin.
Olympiad	The quadrennial celebration of the modern Olympic games; as, the first Olympiad (1906).
Olympianism	Worship of the Olympian gods, esp. as a dominant cult or religion.
Olympic	Alt. of games
Olympian	Alt. of games
games	A modified revival of the ancient Olympian games, consisting of international athletic games, races, etc., now held once in four years, the first having been at Athens in 1896.
Om	A mystic syllable or ejaculation used by Hindus and Buddhists in religious rites, -- orig. among the Hindus an exclamation of assent, like Amen, then an invocation, and later a symbol of the trinity formed by Vishnu, Siva, and Brahma.
Omicron	Lit., the little, or short, O, o; the fifteenth letter of the Greek alphabet.
Oncost	In cost accounting, expenditure which is involved in the process of manufacture or the performance of work and which cannot be charged directly to any particular article manufactured or work done (as where different kinds of goods are produced), but must be allocated so that each kind of goods or work shall bear its proper share.
Ondogram	The record of an ondograph.
Ondograph	An instrument for autographically recording the wave forms of varying currents, esp. rapidly varying alternating currents.
Ondometer	An electric wave meter.
Ondoyant	Wavy; having the surface marked by waves or slightly depressed furrows; as, ondoyant glass.
Onionskin	A kind of thin translucent paper with a glossy finish.
Ooze	A soft deposit covering large areas of the ocean bottom, composed largely or mainly of the shells or other hard parts of minute organisms, as Foraminifera, Radiolaria, and diatoms. The radiolarian ooze occurring in many places in very deep water is composed mainly of the siliceous skeletons of radiolarians, calcareous matter being dissolved by the lage percentage of carbon dioxide in the water at these depths.
Ooze leather	Leather made from sheep and calf skins by mechanically forcing ooze through them; esp., such leather with a soft, finely granulated finish (called sometimes velvet finish) put on the flesh side for special purposes. Ordinary ooze leather is used for shoe uppers, in bookbinding, etc. Hence Ooze calf, Ooze finish, etc.
Opaline	An opaline variety of yellow chalcedony.
Opaline	Opal glass.
Opaline	An opaline color or expanse.
Open door	Open or free admission to all; hospitable welcome; free opportunity.
Open door	In modern diplomacy, opportunity for political and commercial intercourse open to all upon equal terms, esp. with reference to a nation whose policy is wholly or partially fixed by nations foreign to itself, or to territory newly acquired by a conquering nation. In this sense, often used adjectively, as, open-door system, open-door policy, etc.
Open-hearth steel	See under Open.
Open sea	A sea open to all nations. See Mare clausum.
Open verdict	A verdict on a preliminary investigation, finding the fact of a crime but not stating the criminal, or finding the fact of a violent death without disclosing the cause.
Ophism	Doctrines and rites of the Ophites.
Ophism	Serpent worship or the use of serpents as magical agencies.
Opolchenie	See Army organization, above.
Optometrist	One who is skilled in or practices optometry.
Optometry	Measurement of the range of vision, esp. by means of the optometer.
Optometry	As defined (with minor variations) in the statutes of various States of the United States:
Optometry	"The employment of subjective and objective mechanical means to determine the accomodative and refractive states of the eye and the scope of its function in general."
Optometry	"The employment of any means, other than the use of drugs, for the measurement of the powers of vision and adaptation of lenses for the aid thereof."
Orient	Same as Orientate, 2.
Orient	To place (a map or chart) so that its east side, north side, etc., lie toward the corresponding parts of the horizon;
Orient	to rotate (a map attached to a plane table) until the line of direction between any two of its points is parallel to the corresponding direction in nature.
Ormazd	Alt. of Ahura-Mazda
Ahura-Mazda	The supreme deity, the principle of good, creator of the world, and guardian of mankind. He is the opponent of Ahriman, the spirit of evil, both being sprung from Eternity, or, according to another version, Ahriman being the offspring of a moment of doubt on the part of Ormazd. Ormazd is attended by angels and archangels. He is represented as a bearded man inclosed in a winged circle, a conception probably derived from the Assyrian representations of Ashur.
Orograph	A machine for use in making topographical maps. It is operated by being pushed across country, and not only records distances, like the perambulator, but also elevations.
Oroheliograph	A camera for obtaining a circular panoramic view of the horizon. The photographic plate is placed horizontally with a vertical lens above. A mirror of peculiar shape reflects light from the entire horizon to the lens, by means of which it is focused upon the plate.
Orometer	An aneroid barometer having a second scale that gives the approximate elevation above sea level of the place where the observation is made.
Orthograph	An orthographic projection, sometimes partly in section, esp. of a building.
Oscillating current	A current alternating in direction.
Oscillator	One that oscillates
Oscillator	Any device for producing electric oscillations; esp., an apparatus for generating electric waves in a system of wireless telegraphy.
Oscillator	An instrument for measuring rigidity by the torsional oscillations of a weighted wire.
Oscillogram	An autographic record made by an oscillograph.
Oscillograph	An apparatus for recording or indicating alternating-current wave forms or other electrical oscillations, usually consisting of a galvanometer with strong field, in which the mass of the moving part is very small and frequency of vibration very high.
Oscillometer	An instrument for measuring the angle through which a ship rolls or pitches at sea.
Oscilloscope	An instrument for showing visually the changes in a varying current; an oscillograph.
Osmogene	An apparatus, consisting of a number of cells whose sides are of parchment paper, for conducting the process of osmosis. It is used esp. in sugar refining to remove potassium salts from the molasses.
Osmograph	An instrument for recording the height of the liquid in an endosmometer or for registering osmotic pressures.
Osteolysis	Softening and absorption of bone.
Osteopath	A practitioner of osteopathy.
Osteopathic	Of or pertaining to osteopathy.
Osteopathist	One who practices osteopathy; an osteopath.
Osteopathy	Any disease of the bones.
Osteopathy	A system of treatment based on the theory that diseases are chiefly due to deranged mechanism of the bones, nerves, blood vessels, and other tissues, and can be remedied by manipulations of these parts.
Osteoperiostitis	Inflammation of a bone and its periosteum.
Osteoporosis	An absorption of bone so that the tissue becomes unusually porous.
Osteosclerosis	Abnormal hardness and density of bone.
Ottava rima	A stanza of eight lines of heroic verse, with three rhymes, the first six lines rhyming alternately and the last two forming a couplet. It was used by Byron in "Don Juan," by Keats in "Isabella," by Shelley in "The Witch of Atlas," etc.
Otto cycle	A four-stroke cycle for internal-combustion engines consisting of the following operations: First stroke, suction into cylinder of explosive charge, as of gas and air; second stroke, compression, ignition, and explosion of this charge; third stroke (the working stroke), expansion of the gases; fourth stroke, expulsion of the products of combustion from the cylinder. This is the cycle invented by Beau de Rochas in 1862 and applied by Dr. Otto in 1877 in the Otto-Crossley gas engine, the first commercially successful internal-combustion engine made.
Otto engine	An engine using the Otto cycle.
Ouananiche	A small landlocked variety of the Atlantic salmon (Salmo salar ounaniche) of Lake St. John, Canada, and neighboring waters, noted for its vigor and activity, and habit of leaping from the water when hooked.
Outfoot	To outrun or outwalk; hence, of a vessel, to outsail.
Outpension	To grant an outpension to.
Outpension	A public pension granted to one not required to live in a charitable institution.
Outre	Out of the common course or limits; extravagant; bizarre; as, an outre costume.
Outrigger	A projecting frame used to support the elevator or tail planes, etc.
Overcast	To fasten, as single sheets, by overcast stitching or by folding one edge over another.
Overdevelop	To develop excessively;
Overdevelop	to subject (a plate or film) too long to the developing process.
Overdraft	The act of overdrawing; also, the amount or sum overdrawn.
Overexpose	To expose excessively;
Overexpose	to subject (a plate or film) too long to the actinic action of the light used in producing a picture.
Overglaze	Applied over the glaze; -- said of enamel paintings, which sometimes are seen to project from the surface of the ware.
Overglaze	Suitable for applying upon the glaze; -- said of vitrifiable colors used in ceramic decoration.
Overhead charges	Alt. of expenses
expenses	Those general charges or expenses in any business which cannot be charged up as belonging exclusively to any particular part of the work or product, as where different kinds of goods are made, or where there are different departments in a business; -- called also fixed, establishment, or (in a manufacturing business) administration, selling, and distribution, charges, etc.
-men	of Overman
Overman	One in authority over others; a chief; usually, an overseer or boss.
Overman	An arbiter.
Overman	In the philosophy of Nietzsche, a man of superior physique and powers capable of dominating others; one fitted to survive in an egoistic struggle for the mastery.
Overshot	Having the upper teeth projecting beyond the lower; -- said of the jaws of some dogs.
Overwear	Clothing worn over the ordinary indoor closing, as overcoats, wraps, etc.
Ovism	The old theory that the egg contains the whole embryo of the future organism and the germs of all subsequent offsprings and is merely awakened to activity by the spermatozoon; -- opposed to spermism or animalculism.
Ovist	A believer in ovism.
Oxyhydrogen	Of, pertaining to, or consisting of, a mixture of oxygen and hydrogen at over 5000¡ F.
Oxyhydrogen light	A light produced by the incandescence of some substances, esp. lime, in the oxyhydrogen flame. Coal gas (producing the oxygas light), or the vapor of ether (oxyether light) or methylated spirit (oxyspirit light), may be substituted for hydrogen.
Ozone paper	Paper coated with starch and potassium iodine. It turns blue when exposed to ozone.
Pachisi	Alt. of Parchisi
Parchesi	Alt. of Parchisi
Parchisi	A game adopted from the Indian game, using disks, as of pasteboard, and dice.
Pachuca tank	A high and narrow tank, with a central cylinder for the introduction of compressed air, used in the agitation and settling of pulp (pulverized ore and water) during treatment by the cyanide process; -- so named because, though originally devised in New Zealand, it was first practically introduced in Pachuca, Mexico.
Pacifico	A peaceful person; -- applied specif. by the Spaniards to the natives in Cuba and the Philippine Islands who did not oppose the Spanish arms.
Pack	In hydropathic practice, a wrapping of blankets or sheets called dry pack, wet pack, cold pack, etc., according to the condition of the blankets or sheets used, put about a patient to give him treatment; also, the fact or condition of being so treated.
Pack	The forwards who compose one half of the scrummage; also, the scrummage.
Pack	To cover, envelop, or protect tightly with something;
Pack	to envelop in a wet or dry sheet, within numerous coverings.
Packer	A ring of packing or a special device to render gas-tight and water-tight the space between the tubing and bore of an oil well.
Pad elephant	An elephant that is furnished with a pad for carrying burdens instead of with a howdah for carrying passengers.
Padres	of Padre
Padri	of Padre
Padre	A Christian priest or monk; -- used in Italy, Spain, Portugal, and Spanish America.
Padre	In India (from the Portuguese), any Christian minister; also, a priest of the native region.
Pagoda sleeve	A funnel-shaped sleeve arranged to show the sleeve lining and an inner sleeve.
-lions	of Paillon
Paillon	A thin leaf of metal, as for use in gilding or enameling, or to show through a translucent medium.
Pajamas	Originally, in India, loose drawers or trousers, such as those worn, tied about the waist, by Mohammedan men and women; by extension, a similar garment adopted among Europeans, Americans, etc., for wear in the dressing room and during sleep; also, a suit consisting of drawers and a loose upper garment for such wear.
Palamate	Web-footed.
Palisade	A line of bold cliffs, esp. one showing basaltic columns; -- usually in pl., and orig. used as the name of the cliffs on the west bank of the lower Hudson.
Palm	To "grease the palm" of; to bribe or tip.
Palmer	A palmerworm.
Palmer	Short for Palmer fly, an artificial fly made to imitate a hairy caterpillar; a hackle.
Palmetto flag	Any of several flags adopted by South California after its secession. That adopted in November, 1860, had a green cabbage palmetto in the center of a white field; the final one, January, 1861, had a white palmetto in the center of a blue field and a white crescent in the upper left-hand corner.
Palmetto State	South California; -- a nickname alluding to the State Arms, which contain a representation of a palmetto tree.
Palo	A pole or timber of any kind; -- in the names of trees.
Palo blanco	A western American hackberry (Celtis reticulata), having light-colored bark.
Palo blanco	A Mexican mimosaceous tree (Lysiloma candida), the bark of which is used in tanning.
Palolo	Alt. of Palolo worm
Palolo worm	A polystome worm (Palolo viridis) that burrows in the coral reefs of certain of the Pacific Islands. A little before the last quarter of the moon in October and November, they swarm in vast numbers at the surface of the sea for breeding, and are gathered and highly esteemed as food by the natives. An allied species inhabits the tropical Atlantic and swarms in June or July.
Panamanian	Of or pert. to Panama.
Panamanian	A native or citizen of Panama.
Pan-American Congress	Any of several meetings of delegates from various American states; esp.: (a) One held in 1889-90 in the United States, at which all the independent states except Santo Domingo were represented and of which the practical result was the establishment of the Bureau of American Republics for the promotion of trade relations. (b) One held in Mexico in 1901-1902. (c) One held at Rio de Janeiro in 1906.
Pan-Americanism	The principle or advocacy of a political alliance or union of all the states of America.
Panathenaea	The most ancient and important festival of Athens, celebrated in honor of Athena, the tutelary goddess of the city.
Panel	A segment of an aeroplane wing. In a biplane the outer panel extends from the wing tip to the next row of posts, and is trussed by oblique stay wires.
Panhandle	The handle of a pan; hence, fig., any arm or projection suggestive of the handle of a pan; as, the panhandle of West Virginia, Texas, or Idaho.
Panhandle State	West Virginia; -- a nickname.
Panne	A fabric resembling velvet, but having the nap flat and less close.
Panpsychism	The theory that all nature is psychical or has a psychical aspect; the theory that every particle of matter has a psychical character or aspect.
Paprika	Alt. of Paprica
Paprica	The dried ripened fruit of Capsicum annuum or various other species of pepper; also, the mildly pungent condiment prepared from it.
Par	An amount which is taken as an average or mean.
Par	The number of strokes required for a hole or a round played without mistake, two strokes being allowed on each hole for putting. Par represents perfect play, whereas bogey makes allowance on some holes for human frailty. Thus if par for a course is 75, bogey is usually put down, arbitrarily, as 81 or 82.
Para	The southern arm of the Amazon in Brazil; also, a seaport on this arm.
Para	Short for Para rubber.
Para-anaesthesia	Alt. of -anesthesia
-anesthesia	Anaesthesia of both sides of the lower half of the body.
Para cress	An annual asteraceous herb (Spilances oleracea) grown in tropical countries as a pungent salad, and also used medicinally.
Paragenesis	The formation of minerals in contact, so as to affect one another's development.
Paragenesis	The order in which minerals occurring together in rocks and veins have developed.
Para grass	A tall rather coarse grass (Panicum molle) grown in the tropics for pasturage, and introduced into the southern United States.
Para grass	Piassaba fiber.
Parakite	A train or series of kites on one string and flying tandem, used for attaining great heights and for sending up instruments for meteorological observations or a man for military reconnoissance; also, a kite of such a train.
Paralgesia	Disordered sensibility to pain, including absence of sensibility to pain, excessive sensibility to pain, and abnormal painful results of stimuli.
Parallel	That arrangement of an electrical system in which all positive poles, electrodes, terminals, etc., are joined to one conductor, and all negative poles, etc., to another conductor; -- called also multiple. Opposed to series.
Parallel standards	Two or more metals coined without any attempt by the government to regulate their values.
Parallel sulcus	A sulcus parallel to, but some distance below, the horizontal limb of the fissure of Sylvius.
Parallel transformer	A transformer connected in parallel.
Parallel vise	A vise with jaws so guided as to remain parallel.
Paranoia	A chronic form of insanity characterized by very gradual impairment of the intellect, systematized delusion, and usually by delusious of persecution or mandatory delusions producing homicidal tendency. In its mild form paranoia may consist in the well-marked crotchetiness exhibited in persons commonly called "cranks."  Paranoiacs usually show evidences of bodily and nervous degeneration, and many have hallucinations, esp. of sight and hearing.
Paranoiac	Of or pertaining to paranoia; affected with, or characteristic of, paranoia.
Paranoiac	A person affected with paranoia.
Para nut	The Brazil nut.
Para rubber	The caoutchouc obtained from the South American euphorbiaceous tree Hevea brasiliensis, hence called the Para rubber tree, from the Brazilian river and seaport named Para; also, the similar product of other species of Hevea. It is usually exported in flat round cakes, and is a chief variety of commercial India rubber.
-shoth	of Parashah
-shioth	of Parashah
Parashah	A lesson from the Torah, or Law, from which at least one section is read in the Jewish synagogue on every Sabbath and festival.
Parashoth	pl. of Parashah.
Parcel post	That branch of the post office having to do with the collection, transmission, and delivery of parcels. The British Inland Parcel Post was established in 1883. The present rates, dating from 1897, are 3d. for parcels not exceeding one pound and 1d. for each additional pound up to the limit of 10 pounds. A general parcel post was established in the United States by Act of August 24, 1912, which took effect Jan. 1, 1913. Parcels must not exceed 11 pounds in weight nor 72 inches in length and girth combined. Provision is made from insuring parcels up to $50.00, and also for sending parcels C.O.D. The rates of postage vary with the distance. See Zone, below.
Parcheesi	See Pachisi.
-ized	of Parchmentize
-izing	of Parchmentize
Parchmentize	To convert to a parchmentlike substance, esp. by sulphuric acid.
Parfleche	A kind of rawhide consisting of hide, esp. of the buffalo, which has been soaked in crude wood-ash lye to remove the hairs, and then dried.
Parfocal	With the lower focal points all in the same plane; -- said of sets of eyepieces so mounted that they may be interchanged without varying the focus of the instrument (as a microscope or telescope) with which they are used.
Park	Any place where vehicles are assembled according to a definite arrangement; also, the vehicles.
Park	To bring together in a park, or compact body; as, to park artillery, wagons, automobiles, etc.
Park	In oyster culture, to inclose in a park.
Park	To promenade or drive in a park; also, of horses, to display style or gait on a park drive.
Parka	Alt. of Parkee
Parkee	An outer garment made of the skins of birds or mammals, worn by Eskimos, etc.
Parlor match	A friction match that contains little or no sulphur.
Parnassian	One of a school of French poets of the Second Empire (1852-70) who emphasized metrical form and made the little use of emotion as poetic material; -- so called from the name (Parnasse contemporain) of the volume in which their first poems were collected in 1866.
Parnassien	Same as Parnassian.
Parnellism	The policy or principles of the Parnellites.
Parnellite	One of the adherents of Charles Stewart Parnell (1846-91) in his advocacy of home rule for Ireland.
Parquet	In various European public bourses, the railed-in space within which the "agents de change," or privileged brokers, conduct business; also, the business conducted by them; -- distinguished from the coulisse, or outside market.
Parquet	In most European countries, the branch of the administrative government which is charged with the prevention, investigation, and punishment of crime, representing the public and not the individual injured.
Parquet circle	That part of the lower floor of a theater with seats at the rear of the parquet and beneath the galleries; -- called also, esp. in U. S., orchestra circle or parterre.
Parure	An ornament or decoration for the person; esp., a decoration consisting of a set of ornaments to be used together; as, a parure of rubies or of embroideries.
Pass	In football, hockey, etc., a transfer of the ball, etc., to another player of one's side, usually at some distance.
Pass	In football, hockey, etc., to make pass; to transfer the ball, etc., to another player of one's own side.
Passementerie	Trimmings, esp. of braids, cords, gimps, beads, or tinsel.
Passenger mile	A unit of measurement of the passenger transportation performed by a railroad during a given period, usually a year, the total of which consists of the sum of the miles traversed by all the passengers on the road in the period in question.
Passenger mileage	Passenger miles collectively; the total number of miles traveled by passengers on a railroad during a given period.
Passive balloon	Alt. of aeroplane
aeroplane	One unprovided with motive power.
Passive flight	Flight, such as gliding and soaring, accomplished without the use of motive power.
Pasteurian	Of or pertaining to Pasteur.
Pasteurizer	One that Pasteurizes, specif. an apparatus for heating and agitating, fluid.
Pasteur's fluid	An artificial nutrient fluid invented by Pasteur for the study of alcoholic fermentation, but used also for the cultivation of bacteria and other organisms. It contains all the elements of protoplasm, and was originally made of the ash of yeast, some ammonia compound, sugar, and water.
Pastorium	A parsonage; -- so called in some Baptist churches.
Paternoster	An elevator of an inclined endless traveling chain or belt bearing buckets or shelves which ascend on one side loaded, and empty themselves at the top.
Patesi	A religious as well as a secular designation applied to rulers of some of the city states of ancient Chaldea, as Lagash or Shirpurla, who were conceived to be direct representatives of the tutelary god of the place.
Pathologic	Alt. of Pathological
Pathological	Morbid; due to disease; abnormal; as, pathological tissue; a pathological condition.
Pathology	The condition of an organ, tissue, or fluid produced by disease.
Pathos	The quality or character of those emotions, traits, or experiences which are personal, and therefore restricted and evanescent; transitory and idiosyncratic dispositions or feelings as distinguished from those which are universal and deep-seated in character; -- opposed to ethos.
Pathos	Suffering; the enduring of active stress or affliction.
Patio	In Spain, Spanish America, etc., a court or courtyard of a house or other building; esp., an inner court open to the sky.
Patisserie	Pastry.
Patolli	An American Indian game analogous to dice, probably originally a method of divination.
Patriots' Day	A legal holiday in the States of Massachusetts and Maine, April 19, the anniversary of the battle of Lexington in 1775. It was first observed in 1894.
Patrol	See Boy Scout.
Patter	The language or oratory of a street peddler, conjurer, or the like, hence, glib talk; a voluble harangue; mere talk; chatter; also, specif., rapid speech, esp. as sometimes introduced in songs.
Pattern	A diagram showing the distribution of the pellets of a shotgun on a vertical target perpendicular to the plane of fire.
Pattinson's process	A process of desilverizing argentiferous lead by repeated meltings and skimmings, which concentrate the silver in the molten bath, the final skimmings being nearly pure lad. The processwas invented in 1833 by Hugh Lee Pattinson, an English metallurgist.
Pax	Friendship, or a friend; -- esp. in the phrases to make pax with, to make friends with, to be good pax, to be good friends; also, truce; -- used esp. interjectionally.
Pay Cerps	A staff corps in the United States navy, consisting of pay directors, pay inspectors, paymasters, passed assistant paymasters, and assistant paymasters, having relative rank from captain to ensign, respectively.
Pay dirt	Alt. of Pay rock
Pay rock	Earth, rock, etc., which yields a profit to the miner.
Paymaster-general	In the United States army, an officer of the rank of brigadier general, who commands the pay department, which is charged with the payment of the officers and men.
Paymaster-general	In the United States navy, the Chief of the Bureau of Provisions and Clothing, who has charge of the payment of officers and men and their clothing and subsistence. He has the rank of rear admiral.
Paymaster-general	In Great Britain, an officer of the Treasury who makes all payments and disbursements, civil as well as military. He is a member of the ministry, but not of the cabinet.
Payne's process	A process for preserving timber and rendering it incombustible by impregnating it successively with solutions of sulphate of iron and calcium chloride in vacuo.
Pay streak	The zone, parallel to the walls of a vein, in which the ore is concentrated, or any narrow streak of paying ore in less valuable material.
Pay streak	A stratum of oil sand thick enough to make a well pay.
Peachblow	Of the delicate purplish pink color likened to that of peach blooms; -- applied esp. to a Chinese porcelain, small specimens of which bring great prices in the Western countries.
Peacock Throne	A famous throne formerly of the kings of Delhi, India, but since 1739, when it was carried off by Nadir Shah, held by the shahs of Persia (later Iran); -- so called from its bearing a fully expanded peacock's tail done in gems.
Peag	A kind of aboriginal shell money, or wampum, of the Atlantic coast of the United States; -- originally applied only to polished white cylindrical beads.
Peanut butter	A paste made by mixing ground fresh roasted peanuts with a small quantity of water or oil, and used chiefly as a relish on sandwiches, etc.
Peavey	Alt. of Peavy
Peavy	A cant hook having the end of its lever armed with a spike.
Pediatric	Pertaining to the care and medical treatment of children.
Pediatrics	That branch of medical science which treats of the hygiene and diseases of children.
Pedicure	The care of the feet and nails.
Pedicure	One who cares for the feet and nails; a chiropodist.
Pedigree clause	A clause sometimes inserted in contracts or specifications, requiring that a material of construction, as cement, must be of a brand that has stood the test of a specified number of years' use in an important public work.
Pedograph	An instrument carried by a pedestrian for automatically making a topographical record of the ground covered during a journey.
Pedology	Pediatrics.
Pedrail	A device intended to replace the wheel of a self-propelled vehicle for use on rough roads and to approximate to the smoothness in running of a wheel on a metal track. The tread consists of a number of rubber shod feet which are connected by ball-and-socket joints to the ends of sliding spokes. Each spoke has attached to it a small roller which in its turn runs under a short pivoted rail controlled by a powerful set of springs. This arrangement permits the feet to accomodate themselves to obstacles even such as steps or stairs. The pedrail was invented by one B. J. Diplock of London, Eng.
Pedrail	A vehicle, as a traction engine, having such pedrails.
Pedro	The five of trumps in certain varieties of auction pitch.
Pedro	A variety of auction pitch in which the five of trumps counts five.
Peep sight	An adjustable piece, pierced with a small hole to peep through in aiming, attached to a rifle or other firearm near the breech; -- distinguished from an open sight.
Peg	A drink of spirits, usually whisky or brandy diluted with soda water.
Peignoir	A woman's loose dressing sack; hence, a loose morning gown or wrapper.
Pele's hair	Glass threads or fibers formed by the wind from bits blown from frothy lava or from the tips of lava jets or from bits of liquid lava thrown into the air. It often collects in thick masses resembling tow.
Pelican State	Louisiana; -- a nickname alluding to the device on its seal.
Pelisse	A lady's or child's long outer garment, of silk or other fabric.
Pellagrous	Pertaining to, or affected with, or attendant on, pellagra; as, pellagrous insanity.
Pelorus	An instrument similar to a mariner's compass, but without magnetic needles, and having two sight vanes by which bearings are taken, esp. such as cannot be taken by the compass.
Pelota	A Basque, Spanish, and Spanish-American game played in a court, in which a ball is struck with a wickerwork racket.
Peltier effect	The production or absorption of heat at the junction of two metals on the passage of a current. Heat generated by the passage of the current in one direction will be absorbed if the current is reversed.
Peltier's cross	A cross formed of two strips of different metals, to illustrate the Peltier effect.
Pelton wheel	A form of impulse turbine or water wheel, consisting of a row of double cup-shaped buckets arranged round the rim of a wheel and actuated by one or more jets of water playing into the cups at high velocity.
Pelure	A crisp, hard, thin paper, sometimes used for postage stamps.
Pelvimetry	The measurement of the pelvis.
Pembroke table	A style of four-legged table in vogue in England, chiefly in the later Georgian period.
Pemmican	A treatise of much thought in little compass.
Penang lawyer	A kind of walking stick made from the stem of an East Asiatic palm (Licuala acutifida).
Penchant	A game like bezique, or, in the game, any queen and jack of different suits held together.
Peneplain	A land surface reduced by erosion to the general condition of a plain, but not wholly devoid of hills; a base-level plain.
Peninsula State	Florida; -- a nickname.
Pentathlon	In the modern Olympic Games, a composite contest made up of a running broad jump, throwing the javelin, a 200-meter run, throwing the discus, and a 1500-meter run.
Pentosan	Alt. of -sane
-sane	One of a class of substances (complex carbohydrates widely distributed in plants, as in fruits, gums, woods, hay, etc.) which yield pentoses on hydrolysis.
Pentose	Any of a group of sugars of the formula C5H10O5, as arabinose; -- so called from the five carbon atoms in the molecule. They are not fermented by yeast.
People's bank	A form of cooperative bank, such as those of Germany; -- a term loosely used for various forms of cooperative financial institutions.
People's party	A party formed in 1891, advocating in an increase of the currency, public ownership and operation of railroads, telegraphs, etc., an income tax, limitation in ownership of land, etc.
-lumus	of Peplum
-la	of Peplum
Peplum	 A peplos. Hence: An overskirt hanging like an ancient peplos; also, a short fitted skirt attached to a waist or coat.
Pepper box	A buttress on the left-hand wall of a fives court as the game is played at Eton College, England.
Percaline	A fine kind of cotton goods, usually of one color, and with a glossy surface, -- much use for linings.
Percolator	A kind of coffee pot in which the heated water is caused to filter through the coffee and thus extract its essence.
Percolator	An apparatus for producing an extract from a drug by percolation.
Per diem	By the day; substantively (chiefly U. S.), an allowance or amount of so much by the day.
Pere	Father; -- often used after French proper names to distinguish a father from his son; as, Dumas pere.
Pergola	Lit., an arbor or bower;
Pergola	An arbor or trellis treated architecturally, as with stone columns or similar massive structure.
Pergolo	A continuous colonnade or arcade; -- applied to the decorative groups of windows, as in Venetian palazzi.
Pericystitis	Inflammation of the tissues surrounding the bladder.
Periptery	The region surrounding a moving body, such as the wing of a bird or a gliding aeroplane, within which cyclic or vortical motion of the air occur.
Perique	A kind of tobacco with medium-sized leaf, small stem, tough and gummy fiber, raised in Louisiana, and cured in its own juices, so as to be very dark colored, usually black. It is marketed in tightly wrapped rolls called carottes.
Permeance	Permeation;
Permeance	the reciprocal of reluctance.
Permit	A large pompano (Trachinotus goodei) of the West Indies, Florida, etc. It becomes about three feet long.
Permit	The round pompano. (T. falcatus).
