Crease	The combination of four lines forming a rectangle inclosing either goal, or the inclosed space itself, within which no attacking player is allowed unless the ball is there; -- called also goal crease.
Creeping Charlie	The stonecrop (Sedum acre).
Creme	Cream; -- a term used esp. in cookery, names of liqueurs, etc.
Creole State	Louisiana; -- a nickname. See Creole, n. & a.
Creosote bush	A shrub (Covillea mexicana) found in desert regions from Colorado to California and southward through Mexico. It has yellow flowers and very resinous foliage with a strong odor of creosote.
Crepe	Any of various crapelike fabrics, whether crinkled or not.
Cretaceous	Alt. of Cretacic
Cretacic	Of, pertaining to, or designating, the period of time following the Jurassic and preceding the Eocene.
Crimp	In cartridge making, to fold the edge of (a cartridge case) inward so as to close the mouth partly and confine the charge.
Cripple	Swampy or low wet ground, often covered with brush or with thickets; bog.
Cripple	A rocky shallow in a stream; -- a lumberman's term.
Crofton system	A system of prison discipline employing for consecutive periods cellular confinement, associated imprisonment under the mark system, restraint intermediate between imprisonment and freedom, and liberation on ticket of leave.
Crookes space	The dark space within the negative-pole glow at the cathode of a vacuum tube, observed only when the pressure is low enough to give a striated discharge; -- called also Crookes layer.
Crookneck	Either of two varieties of squash, distinguished by their tapering, recurved necks. The summer crookneck is botanically a variety of the pumpkin (Cucurbita pepo) and matures early in the season. It is pale yellow in color, with warty excrescences. The winter crookneck belongs to a distinct species (C. moschata) and is smooth and often striped.
Croquante	A brittle cake or other crisp pastry.
Cross-buttock	A throw in which the wrestler turns his left side to his opponent, places his left leg across both legs of his opponent, and pulls him forward over his hip; hence, an unexpected defeat or repulse.
Crosse	The implement with which the ball is thrown and caught in the game of lacrosse.
Cross-fertilized	of Cross-fertilize
Cross-fertilizing	of Cross-fertilize
Cross-fertilize	To fertilize, as the stigmas of a flower or plant, with the pollen from another individual of the  same species.
Crotch	In the three-ball carom game, a small space at each corner of the table. See Crotched, below.
Crotched	of Crotch
Crotch"ing	of Crotch
Crotch	To provide with a crotch; to give the form of a crotch to; as, to crotch the ends of ropes in splicing or tying knots.
Crotch	To notch (a log) on opposite sides to provide a grip for the dogs in hauling.
Crotch chain	A form of tackle for loading a log sideways on a sled, skidway, etc.
Crotched	Lying within a crotch; -- said of the object balls in the three-ball carom game whenever the centers of both lie within a 4/-inch square at a corner of the table, in which case but three counts are allowed unless one or both balls be forced out of the crotch.
Crown colony	A colony of the British Empire not having an elective magistracy or a parliament, but governed by a chief magistrate (called Governor) appointed by the Crown, with executive councilors nominated by him and not elected by the people.
Crownland	In Austria-Hungary, one of the provinces, or largest administrative divisions of the monarchy; as, the crownland of Lower Austria.
Croydon	A kind of carriage like a gig, orig. of wicker-work.
Croydon	A kind of cotton sheeting; also, a calico.
Crucible steel	Cast steel made by fusing in crucibles crude or scrap steel, wrought iron, and other ingredients and fluxes.
Cruise	To inspect forest land for the purpose of estimating the quantity of lumber it will yield.
Cruise	To cruise over or about.
Cruise	To explore with reference to capacity for the production of lumber; as, to cruise a section of land.
Cruiser	A man-of-war less heavily armed and armored than a battle ship, having great speed, and generally of from two thousand to twelve thousand tons displacement.
Crux ansata	A cross in the shape of the ankh.
Cryometer	A thermometer for the measurement of low temperatures, esp. such an instrument containing alcohol or some other liquid of a lower freezing point than mercury.
Cubism	A movement or phase in post-impressionism (which see, below).
Cuculli	of Cucullus
Cucullus	A hood-shaped organ, resembling a cowl or monk's hood, as certain concave and arched sepals or petals.
Cucullus	A color marking or structure on the head somewhat resembling a hood.
Cuesta	A sloping plain, esp. one with the upper end at the crest of a cliff; a hill or ridge with one face steep and the opposite face gently sloping.
Cui bono	Lit., for whose benefit; incorrectly understood, it came to be used in the sense, of what good or use; and hence, (what) purpose; object; specif., the ultimate object of life.
Cuirassier	In modern armies, a soldier of the heaviest cavalry, wearing a cuirass only when in full dress.
Cuir bouilli	In decorative art, boiled leather, fitted by the process to receive impressed patterns, like those produced by chasing metal, and to retain the impression permanently.
Culex	A genus of mosquitoes to which most of the North American species belong. Some members of this genus are exceedingly annoying, as C. sollicitans, which breeds in enormous numbers in the salt marshes of the Atlantic coast, and C. pipiens, breeding very widely in the fresh waters of North America. (For characters distinguishing these from the malaria mosquitoes, see Anopheles, above.) The yellow-fever mosquito is now placed in another genus, Stegomyia.
Culicid	Like or pertaining to the Mosquito family (Culicidae).
Culicid	A culicid insect.
Cultch	Young or seed oysters together with the shells and other objects to which they are usually attached.
